gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GRMZM2G019361,19.28577259,-0.413866599,0.352897739,-1.172766368,0.240889509,0.690831737
GRMZM2G019363,185.4317731,-0.180447693,0.353139526,-0.510981295,0.609364154,0.899568067
GRMZM2G019373,2.369335443,-0.395301046,0.388025645,-1.018749794,0.308321766,NA
GRMZM2G019386,65.47045555,0.065089255,0.23584451,0.275983763,0.782560538,0.950911322
GRMZM2G019393,0.315178356,0.100796286,0.18152957,0.555260978,0.578716165,NA
GRMZM2G019398,0,NA,NA,NA,NA,NA
GRMZM2G019404,1465.650227,-0.050836963,0.222564999,-0.228414004,0.819324404,0.961482983
GRMZM2G019411,46.08549767,-0.485295278,0.3933535,-1.233738298,0.217300438,0.670892003
GRMZM2G019413,411.6367965,-0.63830407,0.304899967,-2.093486843,0.036305717,0.362764386
GRMZM2G019430,0.131224736,-0.042677492,0.132832865,-0.321287144,0.747992798,NA
GRMZM2G019434,122.8112653,-0.181330906,0.218421312,-0.830188704,0.406432101,0.809470471
GRMZM2G019437,71.87192783,0.258826117,0.229696362,1.12681853,0.259819214,0.709510145
GRMZM2G019443,2.06597001,-0.319302651,0.383053383,-0.833572201,0.404522096,NA
GRMZM2G019446,8.462682433,0.06024306,0.376724056,0.159912962,0.872949637,0.973884439
GRMZM2G019450,34.41902952,0.072910338,0.330621728,0.220524943,0.825462349,0.962132726
GRMZM2G019468,34.491136,-0.591207887,0.251728055,-2.348597526,0.018844264,0.280216229
GRMZM2G019500,224.3285112,0.182675076,0.171649452,1.064233377,0.28722299,0.731998634
GRMZM2G019501,19.27228431,0.432455204,0.349442122,1.237558891,0.215879665,0.669383356
GRMZM2G019515,116.9547863,1.140086585,0.399944742,2.850610262,0.004363542,0.145526211
GRMZM2G019538,27.14764208,-0.10187421,0.288770878,-0.352785607,0.724249174,0.934676819
GRMZM2G019553,19.62619102,0.041932727,0.247132866,0.169676851,0.86526428,0.972515591
GRMZM2G019562,56.77366494,-0.217456559,0.253015876,-0.859458158,0.390087795,0.799722557
GRMZM2G019567,1.574383006,0.600221123,0.379865134,1.580090063,0.114086243,NA
GRMZM2G019571,12.20183284,0.463049192,0.345460539,1.340382301,0.180121087,0.632185893
GRMZM2G019578,0.122264981,0.046163823,0.132338041,0.348832604,0.727214985,NA
GRMZM2G019583,0.164111466,-0.163666889,0.156622988,-1.044973609,0.296035167,NA
GRMZM2G019586,8.859427747,0.372893174,0.301047573,1.238651986,NA,NA
GRMZM2G019596,11.11855448,-0.065119739,0.365529054,-0.17815202,0.85860359,0.970577331
GRMZM2G019597,29.97879085,0.045435836,0.264728658,0.171631723,0.863727066,0.972331321
GRMZM2G019612,0.868489747,0.080110184,0.35092116,0.228285418,0.81942436,NA
GRMZM2G019619,89.49247956,0.168759706,0.225433631,0.748600399,0.454098091,0.836291693
GRMZM2G019621,0.523363696,-0.143153464,0.268808975,-0.532547188,0.594347068,NA
GRMZM2G019626,0.045821728,-0.063095837,0.1273708,-0.495371284,0.620338061,NA
GRMZM2G019641,10.57699374,-0.018302146,0.38391349,-0.047672579,0.961977188,0.992094947
GRMZM2G019644,0.048355428,0.003814255,0.127345089,0.02995212,0.976105239,NA
GRMZM2G019666,0.281662917,-0.034470804,0.195944351,-0.175921395,0.860355697,NA
GRMZM2G019673,152.6731979,-0.02503366,0.202771193,-0.123457676,0.901744688,0.980601184
GRMZM2G019681,31.79719238,0.326074796,0.247297548,1.318552481,0.187318769,0.638946596
GRMZM2G019686,4.884701887,-0.806106616,0.402593888,-2.002282299,0.045254379,0.390173139
GRMZM2G019689,3.79191905,-0.482331192,0.402062961,-1.199640948,0.230278816,0.681383612
GRMZM2G019695,809.8238982,0.454856242,0.224463573,2.026414515,0.042722325,0.381916971
GRMZM2G019721,6.849019615,0.650736054,0.401446442,1.620978507,0.105022248,0.530094324
GRMZM2G019738,36.11977349,-0.312470067,0.260035368,-1.20164449,0.229501297,0.681215465
GRMZM2G019742,0.054324892,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G019744,9.327484435,0.276302615,0.35485379,0.778637914,0.436193039,0.827395483
GRMZM2G019746,41.1913416,0.02180001,0.319457139,0.068240797,0.945593951,0.986167295
GRMZM2G019771,8.370048631,-0.444189504,0.403903057,-1.099742862,0.271444174,0.718360175
GRMZM2G019777,9.311140753,-0.372415048,0.347791349,-1.070800203,0.284259275,0.729364492
GRMZM2G019783,22.29073917,0.068575772,0.370414774,0.185132389,0.853125198,0.969582838
GRMZM2G019799,13.6811312,0.899857301,0.35553468,2.530997259,0.011373874,0.223686184
GRMZM2G019806,4.69813545,-0.854157912,0.40173463,-2.126174468,0.033488735,0.353393402
GRMZM2G019807,485.5939318,0.009168538,0.205978199,0.044512175,0.964496148,0.993043552
GRMZM2G019810,8.319621967,-0.501781196,0.342567285,-1.46476683,0.142984545,0.589802464
GRMZM2G019812,148.1509784,-0.281427405,0.174640973,-1.61146265,0.107078922,0.534709182
GRMZM2G019819,0.880320434,0.167654226,0.331569669,0.505638006,0.613110796,NA
GRMZM2G019838,41.2999997,-0.853840295,0.345455248,-2.471637929,0.013449566,0.240955499
GRMZM2G019859,0.113810518,0.007563386,0.131157574,0.057666408,0.954014351,NA
GRMZM2G019863,27.05854966,0.050702283,0.278179614,0.182264554,0.855375115,0.969759159
GRMZM2G019866,11.61071085,0.526927989,0.400157691,1.316800851,0.187905388,0.639687367
GRMZM2G019872,46.31326953,0.051651726,0.397854011,0.129825827,0.896704229,0.978549106
GRMZM2G019874,3.661463536,0.557274065,0.404118216,1.378987739,0.167898534,0.621591857
GRMZM2G019876,103.7093438,0.652822602,0.373271964,1.748919461,0.080304942,0.481761036
GRMZM2G019879,114.8218501,0.062288055,0.191615932,0.325067205,0.745130209,0.94018784
GRMZM2G019898,0.025370049,-0.062525025,0.12736406,-0.490915762,0.623486029,NA
GRMZM2G019901,351.4460412,0.230430043,0.219591405,1.049358207,0.294013285,0.737042771
GRMZM2G019907,1.424303954,-0.829504859,0.387491692,-2.140703599,0.032297948,NA
GRMZM2G019916,0.528057496,0.462826824,0.258933787,1.787433111,0.073867514,NA
GRMZM2G019919,402.2533464,0.029001354,0.226502646,0.128039802,0.898117475,0.979139752
GRMZM2G019926,110.9158666,-0.385787907,0.302363031,-1.275909644,0.201987462,0.653813572
GRMZM2G019945,0.036441918,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G019956,1.370333604,0.128881588,0.33081338,0.38959001,0.69683974,NA
GRMZM2G019958,567.8487346,-0.358899183,0.329077891,-1.09062077,0.275439786,0.722129477
GRMZM2G019965,0.377042152,-0.053339585,0.17676704,-0.301750742,NA,NA
GRMZM2G019971,27.07671778,0.238071147,0.371545526,0.640759021,0.521679261,0.864118456
GRMZM2G019974,5.280711194,-0.226995476,0.396585416,-0.572374745,0.567068122,0.882604108
GRMZM2G019986,29.91939951,1.023467583,0.359697022,2.845360181,0.004436123,0.145996967
GRMZM2G019991,48.98634057,0.077851768,0.240426038,0.323807556,0.746083735,0.940553131
GRMZM2G019993,0,NA,NA,NA,NA,NA
GRMZM2G019999,172.0607013,-0.341335839,0.170135435,-2.006259537,0.044828565,0.388834122
GRMZM2G020002,73.15914802,-0.075663551,0.267845207,-0.282489845,0.777567932,0.949554346
GRMZM2G020008,0.627840772,0.534925483,0.30281939,1.766483588,0.077314753,NA
GRMZM2G020016,3.735241351,-0.468232842,0.403091163,-1.161605327,0.245395817,0.695402956
GRMZM2G020034,69.09622785,0.112926603,0.211900964,0.532921609,0.594087846,0.893632336
GRMZM2G020040,99.3629488,-0.057525149,0.249601231,-0.23046821,0.817727963,0.961482983
GRMZM2G020043,494.9093372,-0.150686792,0.283271252,-0.53195229,0.59475904,0.893998077
GRMZM2G020054,7.816157307,0.166096092,0.393023669,0.422610914,0.672579162,0.921160992
GRMZM2G020073,4.192877077,-0.03030094,0.389878905,-0.077718851,0.938051699,0.985347244
GRMZM2G020081,9.494082819,0.776810141,0.380878795,2.039520581,0.041398099,0.377232773
GRMZM2G020091,140.1010401,-0.175068671,0.28818409,-0.607489023,0.543526425,0.872517118
GRMZM2G020096,206.5193928,0.026474785,0.231551548,0.114336462,0.90897108,0.982051313
GRMZM2G020098,54.26431349,0.244124218,0.354616923,0.688416718,0.491190399,0.852219388
GRMZM2G020100,0,NA,NA,NA,NA,NA
GRMZM2G020104,45.14017805,-0.662745817,0.344176126,-1.92560078,0.054154241,0.416624672
GRMZM2G020131,3.019554177,0.539270301,0.365936337,1.473672457,0.140569802,0.587348095
GRMZM2G020140,18.17360903,0.254861868,0.272987755,0.933601833,0.35050932,0.776689113
GRMZM2G020142,68.72871468,0.140666942,0.239534401,0.587251525,0.557034792,0.879479453
GRMZM2G020146,63.08768645,0.176266583,0.321342847,0.548531217,0.5833272,0.889002062
GRMZM2G020148,71.34859182,0.381774473,0.339934133,1.123083665,0.261401963,0.710292084
GRMZM2G020150,18.63730025,-0.743655223,0.371702295,-2.000674283,0.045427503,0.39038888
GRMZM2G020151,0.982905663,-0.830024592,0.333604165,-2.488052248,0.012844486,NA
GRMZM2G020156,100.8856687,0.986337189,0.283735239,3.476259044,0.000508461,0.050998628
GRMZM2G020158,5.473738892,-0.533789641,0.402112233,-1.327464317,0.184355136,0.635487305
GRMZM2G020162,0.383213625,-0.037661908,0.266747926,-0.14118913,0.887720533,NA
GRMZM2G020183,0.031937703,0.070974546,0.127345089,0.557340272,0.577294965,NA
GRMZM2G020187,15.20506262,-0.550766725,0.375106793,-1.468293123,0.142024618,0.588986913
GRMZM2G020191,0,NA,NA,NA,NA,NA
GRMZM2G020196,59.89599455,-0.024191728,0.252002949,-0.095997797,0.923522322,0.983516182
GRMZM2G020201,67.18602364,-0.880594667,0.259116838,-3.398446326,0.000677698,0.059229645
GRMZM2G020216,91.59569233,0.127299029,0.245534964,0.518455814,0.604140282,0.897031306
GRMZM2G020231,15.4305923,0.102477778,0.306218115,0.334656159,0.737884476,0.93891494
GRMZM2G020242,0,NA,NA,NA,NA,NA
GRMZM2G020244,0,NA,NA,NA,NA,NA
GRMZM2G020254,3.026197644,0.196511933,0.331410776,0.592955774,NA,NA
GRMZM2G020255,19.69759273,0.833606765,0.344447189,2.420129388,0.015514985,0.253534144
GRMZM2G020281,189.0441118,-0.578890963,0.201470187,-2.873333134,0.004061656,0.14001744
GRMZM2G020285,6.756597235,-0.090666088,0.373157228,-0.242970205,0.808028479,0.958252633
GRMZM2G020288,1.938043961,-0.001189626,0.342601465,-0.003472331,0.997229486,NA
GRMZM2G020291,366.0801375,0.169422961,0.204618016,0.827996304,0.407672593,0.810101366
GRMZM2G020295,16.77816229,0.211610301,0.274511347,0.770861765,0.440788872,0.830107071
GRMZM2G020302,0,NA,NA,NA,NA,NA
GRMZM2G020305,0.731538299,-0.40796987,0.249752482,-1.633496759,NA,NA
GRMZM2G020320,14.38345345,-0.599373221,0.347685353,-1.723895517,0.084726707,0.493403281
GRMZM2G020329,0.587083246,-0.230280012,0.324763996,-0.709068787,0.478281792,NA
GRMZM2G020357,0.272155907,0.052038878,0.221407312,0.235036854,0.814180129,NA
GRMZM2G020366,63.11766011,-0.247378011,0.215876314,-1.145924747,0.251826291,0.70071867
GRMZM2G020382,0,NA,NA,NA,NA,NA
GRMZM2G020388,0.326626339,-0.069123312,0.175654115,-0.393519454,0.693935858,NA
GRMZM2G020401,30.20372029,-0.695773275,0.254830458,-2.730337966,0.006326943,0.169763559
GRMZM2G020409,63.06589599,-0.197862374,0.183521256,-1.078144181,0.280969418,0.725777385
GRMZM2G020411,4.011964444,0.322023262,0.378746267,0.850234814,0.39519455,0.801740035
GRMZM2G020418,1.762748834,0.225496019,0.391129468,0.576525263,0.564260199,NA
GRMZM2G020419,0.036562556,-0.063095837,0.1273708,-0.495371284,0.620338061,NA
GRMZM2G020423,0,NA,NA,NA,NA,NA
GRMZM2G020433,0.158389914,0.111389989,0.149375529,0.745704401,0.455846,NA
GRMZM2G020438,7.047197929,0.486271156,0.382836502,1.270179708,0.204020624,0.656806374
GRMZM2G020446,112.2484058,0.150874388,0.239164095,0.630840463,0.528144844,0.866870029
GRMZM2G020450,35.34669032,0.045498974,0.223266238,0.203787975,0.83851919,0.965458955
GRMZM2G020468,0.026204442,0.07138026,0.127345089,0.560526213,0.575120565,NA
GRMZM2G020471,2.209331732,-0.28188194,0.304217003,-0.926581808,0.354143704,NA
GRMZM2G020478,0,NA,NA,NA,NA,NA
GRMZM2G020484,65.88034925,0.042709674,0.356098742,0.119937728,0.904532477,0.980783636
GRMZM2G020492,0,NA,NA,NA,NA,NA
GRMZM2G020500,0.400979835,-0.128047836,0.278528582,-0.459729609,0.645710314,NA
GRMZM2G020514,1.934978802,-0.358639581,0.30694103,-1.16843154,0.242632739,NA
GRMZM2G020523,2.445511461,-0.199809517,0.399929151,-0.499612286,0.617348105,NA
GRMZM2G020544,21.14684146,0.014048386,0.336327048,0.041770016,0.966682038,0.993230427
GRMZM2G020548,101.1323542,0.295114749,0.185355677,1.592153817,0.111350147,0.54121766
GRMZM2G020552,0.397867146,0.227631718,0.273860431,0.831196087,0.405862865,NA
GRMZM2G020553,56.41530808,0.205730275,0.252758373,0.813940492,0.415679042,0.815397393
GRMZM2G020556,2.399851681,-1.025652983,0.371130146,-2.763593831,0.005716865,NA
GRMZM2G020574,72.3064825,0.791111983,0.294972656,2.681984127,0.007318693,0.179875887
GRMZM2G020583,1.179678404,-0.145652171,0.280661978,-0.518959397,0.603789056,NA
GRMZM2G020588,0,NA,NA,NA,NA,NA
GRMZM2G020594,55.31075242,-0.397156521,0.288685486,-1.375741215,0.168901767,0.621591857
GRMZM2G020606,24.29235349,0.565940354,0.27419794,2.063984703,0.039019167,0.37077842
GRMZM2G020610,0.039954411,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G020620,23.24483717,0.512542491,0.283458509,1.808174652,0.070579322,0.459966667
GRMZM2G020631,4.9208191,0.260326769,0.402069826,0.647466565,0.517330027,0.862066642
GRMZM2G020653,25.91748651,-0.126438702,0.26998318,-0.468320662,0.639555295,0.911216853
GRMZM2G020657,0.824802509,0.2309926,0.229801796,1.005181871,NA,NA
GRMZM2G020661,18.34705087,-0.751735182,0.334186199,-2.249450107,0.024483874,0.309174959
GRMZM2G020666,11.75532425,0.242533089,0.402637645,0.602360689,0.546934071,0.873924468
GRMZM2G020676,0.35289564,0.006785402,0.235784595,0.028777968,0.977041672,NA
GRMZM2G020701,0.711782624,-0.075392367,0.336912381,-0.223774403,0.822932848,NA
GRMZM2G020704,0.928469349,0.0646876,0.361435408,0.178974166,0.857957987,NA
GRMZM2G020721,33.69876503,0.203561184,0.208732671,0.975224351,0.329448986,0.762376676
GRMZM2G020728,16.03867046,-0.115853939,0.325857933,-0.355535118,0.722188741,0.933520421
GRMZM2G020738,0,NA,NA,NA,NA,NA
GRMZM2G020740,0.098230613,0.025590437,0.131068364,0.195244956,0.845201187,NA
GRMZM2G020742,6.909479886,-0.199011632,0.40419995,-0.492359368,0.622465318,0.90437569
GRMZM2G020761,147.5732375,-0.015219383,0.389533043,-0.03907084,0.96883391,0.993907734
GRMZM2G020766,57.54285881,-0.208992803,0.270394429,-0.772918302,0.439570732,0.829024538
GRMZM2G020772,61.80155613,-0.065861636,0.307183744,-0.214404693,0.830231482,0.963108758
GRMZM2G020775,49.95203632,-0.207951852,0.320681841,-0.648467814,0.516682422,0.861605371
GRMZM2G020781,0.061811966,-0.046418302,0.128552652,-0.361083973,0.718036674,NA
GRMZM2G020785,40.69710636,-0.754813481,0.323373104,-2.334187572,0.019585902,0.284135014
GRMZM2G020791,0,NA,NA,NA,NA,NA
GRMZM2G020799,0.869185607,-0.0100244,0.35498236,-0.028239149,0.977471413,NA
GRMZM2G020801,513.4181322,-0.218020819,0.221809332,-0.982919953,0.325646837,0.760348002
GRMZM2G020805,2.551558724,0.574771774,0.402487555,1.428048563,0.153277881,NA
GRMZM2G020814,125.4082732,-0.155776585,0.164339759,-0.947893476,0.343183687,0.771673888
GRMZM2G020826,14.28689274,0.333753954,0.38908909,0.857782866,0.391012373,0.800317658
GRMZM2G020828,0.039954411,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G020840,405.6977249,0.398975364,0.269323712,1.48139709,0.13850079,0.582632741
GRMZM2G020843,21.94503722,0.127003687,0.267684441,0.474453002,0.635176905,0.909437234
GRMZM2G020852,0,NA,NA,NA,NA,NA
GRMZM2G020856,14.38396373,0.109693424,0.366652529,0.299175419,0.764806204,0.944920508
GRMZM2G020859,41.57430232,-0.164779325,0.355443566,-0.463587869,0.642943048,0.911388521
GRMZM2G020864,5.092619615,0.108892989,0.402677572,0.270422286,0.786835397,0.952023416
GRMZM2G020865,2.950985084,-0.011136623,0.395470101,-0.028160468,0.977534166,0.996014957
GRMZM2G020898,44.69829562,0.545817371,0.376418,1.45002994,0.14705017,0.5942576
GRMZM2G020912,215.5373334,0.371873605,0.194460522,1.912334703,0.055833277,0.421453512
GRMZM2G020915,1.115826202,-0.501313091,0.331690011,-1.511390378,0.130689019,NA
GRMZM2G020920,268.0388124,0.156491504,0.197883539,0.790826284,0.429045369,0.823640158
GRMZM2G020928,481.2537284,0.161849754,0.262044461,0.617642338,0.53681113,0.87002561
GRMZM2G020929,47.79708071,0.671803297,0.289155374,2.323329797,0.020161442,0.28868828
GRMZM2G020938,22.56020379,-0.430132251,0.336702173,-1.277485819,0.201430784,0.653779841
GRMZM2G020940,29.00235982,-0.461108338,0.371916124,-1.239818088,0.215042686,0.668620145
GRMZM2G020943,5.121783812,-0.087132057,0.389946672,-0.223446085,0.82318834,0.962088858
GRMZM2G020953,2.067562629,-0.373156178,0.317117828,-1.176711445,0.239310698,NA
GRMZM2G020957,0.692031589,0.041997304,0.22730679,0.184760446,0.853416933,NA
GRMZM2G020974,7.749907103,0.537839034,0.354037547,1.519158175,0.128722686,0.567414557
GRMZM2G020976,185.3764361,0.244030006,0.29115115,0.838155736,0.401943243,0.806451756
GRMZM2G020977,0,NA,NA,NA,NA,NA
GRMZM2G020982,181.5321367,-0.526049978,0.236749213,-2.221971393,0.026285239,0.315827717
GRMZM2G020986,4.199651079,0.099475943,0.403660653,0.246434578,0.805345842,0.957425334
GRMZM2G020996,13.08150973,0.180415816,0.333895362,0.540336394,0.588965064,0.892042755
GRMZM2G020998,0.206187547,-0.080565373,0.187489369,-0.429706355,0.66740926,NA
GRMZM2G021015,57.37721452,0.10317733,0.273803696,0.376829574,0.706300262,0.930730881
GRMZM2G021035,2.79642616,-0.120562512,0.401315137,-0.300418551,0.763857915,NA
GRMZM2G021044,71.23725228,0.138703249,0.214184111,0.647588878,0.517250893,0.862066642
GRMZM2G021049,0,NA,NA,NA,NA,NA
GRMZM2G021051,0.177767372,0.079187591,0.159242747,0.497275966,0.618994458,NA
GRMZM2G021055,25.49374877,-0.205361233,0.39492208,-0.520004436,0.603060483,0.896672523
GRMZM2G021059,0,NA,NA,NA,NA,NA
GRMZM2G021069,0.441323457,0.03297826,0.251217294,0.131273844,0.895558682,NA
GRMZM2G021074,412.5209889,0.011182776,0.225949475,0.049492374,0.960526914,0.991746069
GRMZM2G021092,1.35555175,-0.205774202,0.329990023,-0.623577041,0.532905393,NA
GRMZM2G021095,0.14716433,-0.030070356,0.146036583,-0.20590975,0.836861409,NA
GRMZM2G021106,113.666161,-0.344898071,0.385538469,-0.894587956,0.371007392,0.791489119
GRMZM2G021107,15.0747705,0.516228491,0.268273791,1.924259874,0.054322018,0.416870699
GRMZM2G021110,201.6754257,-0.518133611,0.304468091,-1.701766545,0.08879914,0.500469787
GRMZM2G021114,0,NA,NA,NA,NA,NA
GRMZM2G021129,22.85730286,-0.131638849,0.2702805,-0.487045308,0.626226223,0.905780429
GRMZM2G021149,5.98933334,0.104203791,0.400817375,0.259978229,0.794880567,0.954688357
GRMZM2G021151,0.196357867,-0.041436518,0.178943061,-0.23156259,0.816877767,NA
GRMZM2G021155,0.215936694,-0.163907985,0.195603015,-0.837962469,0.402051782,NA
GRMZM2G021170,248.8405023,0.109657375,0.211906438,0.517480146,0.604821025,0.897202683
GRMZM2G021194,24.36524982,-0.690924283,0.326399554,-2.116805231,0.034276381,0.355856635
GRMZM2G021202,0.094279303,0.007531101,0.129061723,0.058352711,0.953467682,NA
GRMZM2G021219,38.17973883,0.400302762,0.308312754,1.298365886,0.194161636,0.6472925
GRMZM2G021223,84.28470581,0.375023332,0.268457046,1.396958423,0.162426074,0.61341097
GRMZM2G021225,82.06091336,-0.003604368,0.178418394,-0.020201775,0.983882412,0.997343475
GRMZM2G021233,45.9534761,2.68695562,0.403762762,6.654788083,2.84E-11,5.98E-07
GRMZM2G021243,114.8171954,-0.305485308,0.277549859,-1.100650203,0.271048927,0.718360175
GRMZM2G021248,0,NA,NA,NA,NA,NA
GRMZM2G021256,48.11365721,0.182834412,0.351140325,0.520687596,0.602584416,0.896660937
GRMZM2G021270,5.769401778,0.307109477,0.395049161,0.777395595,0.436925411,0.827528631
GRMZM2G021276,0.341824127,-0.05907363,0.2299455,-0.256902744,0.797253852,NA
GRMZM2G021277,0.039954411,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G021289,0.15707528,0.019392124,0.144233258,0.134449739,0.893046953,NA
GRMZM2G021299,235.988743,0.208556295,0.156200491,1.335183354,0.181816344,0.633514913
GRMZM2G021301,0,NA,NA,NA,NA,NA
GRMZM2G021303,1.174775142,-0.53362409,0.32144024,-1.66010357,NA,NA
GRMZM2G021310,0.742271182,-0.401919477,0.263227417,-1.526890631,0.12678821,NA
GRMZM2G021313,132.4028157,0.535557595,0.23878429,2.242851045,0.024906422,0.311112155
GRMZM2G021319,1.529549803,0.307107691,0.367277164,0.836174207,0.403056906,NA
GRMZM2G021331,272.1256994,-0.566863004,0.167504042,-3.38417508,0.000713925,0.060391142
GRMZM2G021339,823.7072144,0.400946595,0.23318261,1.719453239,0.085531875,0.494500978
GRMZM2G021364,0.819962704,0.734102317,0.263680412,2.784060864,0.005368296,NA
GRMZM2G021369,0.724225957,-0.115440309,0.329826603,-0.350003026,0.726336426,NA
GRMZM2G021378,46.41813122,0.09029951,0.352513636,0.256158913,0.797828133,0.955569997
GRMZM2G021388,1.237714774,-0.43175743,0.297483719,-1.451364906,0.146678277,NA
GRMZM2G021401,0.61201386,-0.196641483,0.256342118,-0.767105634,0.443018713,NA
GRMZM2G021406,354.4186533,-0.719984973,0.321882478,-2.236794552,0.025299771,0.312544911
GRMZM2G021410,2.925077062,0.114774793,0.402285805,0.285306595,0.775409261,0.948715972
GRMZM2G021416,818.9849933,0.038971686,0.28598029,0.136274026,0.891604656,0.977710791
GRMZM2G021422,9.595670227,-0.369471401,0.360376447,-1.025237369,0.3052512,0.744991783
GRMZM2G021427,1.893758559,0.263901679,0.346922464,0.760693543,0.446840132,NA
GRMZM2G021433,0.613474665,-0.035832264,0.23138675,-0.154858755,0.87693267,NA
GRMZM2G021436,0.862364602,0.047943545,0.311111165,0.154104224,0.877527558,NA
GRMZM2G021439,3.236524439,-0.543522014,0.400948488,-1.35559063,0.175229455,0.626253267
GRMZM2G021459,0.152312809,0.166361109,0.154814114,1.074586194,0.282560036,NA
GRMZM2G021464,17.69724137,-0.296039106,0.344848868,-0.858460427,0.390638273,0.800001356
GRMZM2G021470,12.13349471,0.903426215,0.346240137,2.609247507,0.009074158,0.202897026
GRMZM2G021471,56.7405204,0.056233666,0.227253776,0.247448765,0.804560938,0.957425334
GRMZM2G021475,0.194157656,-0.065393494,0.137377761,-0.476012225,0.634065669,NA
GRMZM2G021480,0.359520413,0.073854215,0.225679146,0.327253168,0.74347641,NA
GRMZM2G021482,10.83803365,-0.525655304,0.331540373,-1.585494093,0.112854118,0.543822074
GRMZM2G021483,123.9471437,0.215875737,0.166694664,1.295036878,0.195307508,0.648300958
GRMZM2G021498,7.217816102,-0.004127811,0.402681875,-0.010250799,0.991821189,0.998282471
GRMZM2G021514,1.429252353,0.090862723,0.248052533,0.366304354,NA,NA
GRMZM2G021517,38.66353221,0.301847661,0.290303667,1.039765235,0.298448984,0.740753533
GRMZM2G021530,15.62520557,0.141362411,0.355114679,0.39807538,0.690574622,0.926295517
GRMZM2G021549,19.44972521,-0.507021236,0.239381394,-2.1180478,0.03417102,0.355336214
GRMZM2G021560,13.53067253,0.777719393,0.336377,2.312046881,0.0207751,0.29240213
GRMZM2G021567,43.84852209,0.242988772,0.308490591,0.787669962,0.43088978,0.825000586
GRMZM2G021573,0.253208127,-0.136128696,0.224493678,-0.606380978,0.544261797,NA
GRMZM2G021587,0.158183362,0.004089766,0.147848994,0.027661777,0.97793191,NA
GRMZM2G021589,38.4597113,-0.333418103,0.379390562,-0.878825507,0.379495894,0.794653176
GRMZM2G021598,322.673116,-0.269284798,0.302032521,-0.891575508,0.372620503,0.791658831
GRMZM2G021605,40.21481584,-0.273396338,0.320798611,-0.852236663,0.394082751,0.801443074
GRMZM2G021607,2.208307061,-0.076505208,0.37900762,-0.201856649,0.840028793,NA
GRMZM2G021610,28.29419419,0.547421635,0.388511561,1.409022768,0.158828436,0.609496926
GRMZM2G021614,0.170901638,0.008465619,0.135304366,0.06256723,0.950111125,NA
GRMZM2G021617,62.31421448,-0.577190122,0.352591071,-1.636995856,0.101631336,0.522981672
GRMZM2G021619,27.23661912,-0.160558233,0.338613893,-0.474163159,0.635383563,0.909478171
GRMZM2G021621,2.641977768,-0.012124188,0.360770869,-0.033606338,NA,NA
GRMZM2G021624,10.52969103,0.09133215,0.39856042,0.229155092,0.818748375,0.961482983
GRMZM2G021635,181.3287913,0.043795096,0.258409369,0.16947952,0.86541948,0.972540709
GRMZM2G021642,2.526200167,0.451272673,0.389634484,1.1581949,0.246784509,NA
GRMZM2G021661,2.150400889,0.391788,0.339848867,1.152830089,0.248980132,NA
GRMZM2G021674,192.5675529,0.681008324,0.39301465,1.732781015,NA,NA
GRMZM2G021687,989.9881703,-0.118763,0.23359025,-0.508424473,0.611155693,0.90000506
GRMZM2G021694,269.7269015,-0.133740174,0.209568814,-0.638168298,0.523364131,0.864443173
GRMZM2G021704,13.43745039,0.455565872,0.36153146,1.260100219,0.207633211,0.661430479
GRMZM2G021706,418.7788546,0.23615237,0.275979453,0.855688233,0.392170251,0.800826327
GRMZM2G021710,4.035365947,0.09210405,0.403019357,0.228535053,0.819230309,0.961482983
GRMZM2G021725,49.72817189,-1.034193791,0.381475396,-2.71103668,0.006707321,0.1729208
GRMZM2G021742,126.6546313,0.161832403,0.271745454,0.595529386,0.551489663,0.876605598
GRMZM2G021777,318.9735183,-0.723470357,0.320450342,-2.257667607,0.02396639,0.306363443
GRMZM2G021781,1.431431901,0.122827702,0.380140773,0.323111097,0.746611107,NA
GRMZM2G021784,519.017838,-0.03894586,0.24911428,-0.156337326,0.875767136,0.97444364
GRMZM2G021786,0.384443887,-0.072018462,0.210443894,-0.342221675,0.732184075,NA
GRMZM2G021790,0.076516967,-0.057353877,0.129228447,-0.443817737,0.657174364,NA
GRMZM2G021794,19.62545954,0.469268323,0.393933287,1.191238058,0.233560143,0.683563078
GRMZM2G021796,11.54245178,-0.177060053,0.375976049,-0.470934396,0.637687584,0.910790172
GRMZM2G021802,63.07653285,-0.127428314,0.270728855,-0.470686117,0.6378649,0.910790172
GRMZM2G021807,0.324873949,0.02389123,0.220045092,0.108574244,0.91354019,NA
GRMZM2G021816,119.0431982,-0.450833719,0.181835335,-2.479351545,0.013162151,0.239407931
GRMZM2G021822,18.30459725,0.915860828,0.377175113,2.428211186,0.015173505,0.252249041
GRMZM2G021831,3.282119507,0.194563412,0.396824188,0.490301293,0.623920712,0.905054016
GRMZM2G021834,21.16040696,-0.061039082,0.305996937,-0.199476121,0.84189032,0.965800306
