gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AC197757.3_FG003,0,NA,NA,NA,NA,NA
AC197758.3_FG004,0,NA,NA,NA,NA,NA
AC197764.4_FG003,15.99837214,-0.031545676,0.787924762,-0.040036407,0.968064101,0.988926136
AC197770.3_FG002,0.39206989,-0.003263181,0.598698903,-0.005450454,0.995651188,NA
AC197771.3_FG001,0,NA,NA,NA,NA,NA
AC197783.3_FG005,1.725539105,-1.441156183,0.886840945,-1.625044706,0.104153033,NA
AC197835.3_FG001,0,NA,NA,NA,NA,NA
AC197837.3_FG003,0,NA,NA,NA,NA,NA
AC197901.3_FG003,0,NA,NA,NA,NA,NA
AC197903.4_FG001,0,NA,NA,NA,NA,NA
AC197909.3_FG002,0.617860228,-0.002756301,0.622473226,-0.004427983,0.996466992,NA
AC198019.2_FG004,0.504387852,0.604402697,0.730752371,0.827096458,0.408182392,NA
AC198025.3_FG001,4.957790015,-2.249076028,0.946603444,-2.375943212,0.017504156,0.073448837
AC198081.2_FG001,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC198081.2_FG005,0.19178061,0.307036884,0.574026817,0.534882474,0.592731128,NA
AC198122.3_FG002,0,NA,NA,NA,NA,NA
AC198169.4_FG004,2696.183504,-0.960647092,0.32506282,-2.955265977,0.003123996,0.019458032
AC198174.4_FG001,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC198179.4_FG001,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC198179.4_FG002,0,NA,NA,NA,NA,NA
AC198206.5_FG001,19.64920228,1.757334486,0.708359569,2.480850916,0.013106918,0.059233607
AC198208.3_FG002,0,NA,NA,NA,NA,NA
AC198223.3_FG001,0,NA,NA,NA,NA,NA
AC198229.4_FG002,0.43040651,0.197254503,0.617770103,0.319300825,0.749498407,NA
AC198230.4_FG003,0,NA,NA,NA,NA,NA
AC198291.3_FG001,0.522277753,-0.110291236,0.705395781,-0.156353694,0.875754235,NA
AC198324.3_FG003,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC198352.4_FG005,0.379838993,-0.522936432,0.6168917,-0.847695685,0.39660747,NA
AC198353.5_FG001,2846.110401,-0.075641468,0.441441103,-0.171351212,0.863947615,0.943512032
AC198353.5_FG004,873.1389128,0.70460997,0.317947299,2.216121892,0.026683155,0.101005579
AC198357.3_FG002,0.093763137,0.432298225,0.537827101,0.803786615,0.421520221,NA
AC198361.3_FG004,805.0818749,-0.943364705,0.2628641,-3.588792481,0.000332213,0.003026907
AC198366.3_FG004,4.586984069,-0.168771525,0.905511428,-0.186382545,0.85214478,0.938060877
AC198371.3_FG003,0.972921983,-0.598868983,0.900060851,-0.665364995,0.505817069,NA
AC198371.3_FG011,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC198379.3_FG006,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC198380.3_FG001,1.871347803,-0.175148321,0.933810512,-0.187563022,0.851219216,NA
AC198382.3_FG001,5.860905809,-1.37632137,0.952320027,-1.445229892,0.148393323,0.342414438
AC198386.3_FG001,1.670516109,-1.401439916,0.914601931,-1.532294945,0.125449668,NA
AC198393.3_FG001,0.879509439,-1.09936532,0.775496329,-1.417628014,0.156299397,NA
AC198398.3_FG003,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC198403.3_FG001,0.278562366,0.091843332,0.60398717,0.152061727,0.87913825,NA
AC198414.2_FG001,0,NA,NA,NA,NA,NA
AC198418.3_FG005,14965.87048,0.439494167,0.238053698,1.846197607,0.064863518,0.193584695
AC198421.3_FG003,2.885403907,0.265665041,0.935983851,0.283835069,0.776536778,0.899368629
AC198479.3_FG007,0.175257969,-0.536477822,0.551608518,-0.972569864,0.330767127,NA
AC198481.3_FG004,1659.457898,-0.371307405,0.237247328,-1.565064644,0.117567753,0.291530652
AC198490.3_FG003,3.940438022,-0.843433832,0.902635029,-0.934412918,0.350090937,0.586077286
AC198494.3_FG002,0.522514754,-0.226905551,0.632180102,-0.358925488,0.719650832,NA
AC198506.3_FG001,0.269954584,0.276721569,0.592031019,0.467410593,0.640206145,NA
AC198509.3_FG004,0.49094907,-0.348625646,0.691264354,-0.504330427,0.6140292,NA
AC198509.3_FG005,1.14054957,-0.727761147,0.905380164,-0.803818304,0.421501917,NA
AC198510.5_FG002,0,NA,NA,NA,NA,NA
AC198515.3_FG011,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC198518.3_FG002,0.424321985,-0.005961681,0.626740859,-0.009512194,0.992410482,NA
AC198518.3_FG003,334.0541994,0.232230636,0.298656592,0.777584165,0.436814199,0.664617302
AC198518.3_FG005,0,NA,NA,NA,NA,NA
AC198597.4_FG001,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC198605.3_FG005,0,NA,NA,NA,NA,NA
AC198691.3_FG005,0,NA,NA,NA,NA,NA
AC198699.3_FG004,153.8659248,2.2673333,0.567231009,3.997195613,6.41E-05,0.000748346
AC198700.2_FG004,0.204581024,-0.331872972,0.57811421,-0.574061261,0.565926347,NA
AC198721.3_FG002,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC198723.4_FG002,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC198723.4_FG003,0,NA,NA,NA,NA,NA
AC198725.4_FG004,15.60282821,1.866663197,0.747769383,2.496308675,0.012549335,0.057249074
AC198725.4_FG007,139.9381839,-1.207729279,0.426959697,-2.828672797,0.004674146,0.026613913
AC198725.4_FG009,11.45356218,-0.608234474,0.738110006,-0.824043122,0.409915056,0.64175381
AC198743.3_FG008,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC198744.3_FG004,0,NA,NA,NA,NA,NA
AC198752.4_FG004,0,NA,NA,NA,NA,NA
AC198766.3_FG005,0.093763137,0.432298225,0.537827101,0.803786615,0.421520221,NA
AC198773.3_FG003,0,NA,NA,NA,NA,NA
AC198781.3_FG002,0,NA,NA,NA,NA,NA
AC198787.3_FG001,0,NA,NA,NA,NA,NA
AC198787.3_FG004,0,NA,NA,NA,NA,NA
AC198787.3_FG009,0.093763137,0.432298225,0.537827101,0.803786615,0.421520221,NA
AC198871.3_FG002,1.133699562,-1.136012337,0.889948606,-1.276492068,0.201781629,NA
AC198901.4_FG004,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC198923.4_FG002,0.332389037,0.232000608,0.606234689,0.38269108,0.701948829,NA
AC198937.4_FG003,26.35430273,1.167365824,0.638928264,1.827068685,0.067689443,0.199430293
AC198937.4_FG005,0,NA,NA,NA,NA,NA
AC198940.4_FG008,1.517109638,-0.507303393,0.858630089,-0.59082881,0.554635129,NA
AC198979.4_FG009,40.48575738,-0.402444043,0.855473084,-0.470434489,0.638044628,0.815351395
AC198981.4_FG001,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC198982.3_FG006,130.7179922,-1.087295388,0.32437454,-3.351975124,0.000802372,0.006408376
AC198993.3_FG004,0,NA,NA,NA,NA,NA
AC198995.3_FG003,0,NA,NA,NA,NA,NA
AC199001.3_FG005,70.79287935,-2.050656134,0.508130729,-4.035686125,5.44E-05,0.000651356
AC199005.2_FG003,0.196034945,-0.004049749,0.55528833,-0.007293056,0.994181035,NA
AC199039.3_FG003,2.504100683,1.152353765,0.955520172,1.205996272,0.227818928,0.44977491
AC199043.2_FG002,0,NA,NA,NA,NA,NA
AC199054.3_FG003,0.884201905,0.056773938,0.793171292,0.071578408,0.942937424,NA
AC199054.3_FG007,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC199058.2_FG001,2.882194392,0.01406687,0.95236013,0.014770536,0.988215246,0.994884859
AC199067.2_FG004,15.66086766,-0.428030579,0.721554299,-0.593206332,0.553043075,0.75644719
AC199068.2_FG017,17.18575113,-0.913749505,0.944656721,-0.967282067,0.333403046,0.56998055
AC199175.2_FG003,0.093763137,0.432298225,0.537827101,0.803786615,0.421520221,NA
AC199175.2_FG006,6.834799124,0.398386667,0.95183782,0.418544692,0.675548918,0.838086529
AC199182.3_FG003,0.175257969,-0.536477822,0.551608518,-0.972569864,0.330767127,NA
AC199183.3_FG001,0,NA,NA,NA,NA,NA
AC199194.3_FG002,0.362784244,0.060588409,0.621012332,0.097563939,0.92227856,NA
AC199198.3_FG002,0.265761952,0.648033943,0.588819247,1.100565149,0.27108596,NA
AC199198.3_FG003,15.26200934,1.127793203,0.735254222,1.533881983,0.125058689,0.304138707
AC199204.3_FG002,0,NA,NA,NA,NA,NA
AC199217.3_FG004,0,NA,NA,NA,NA,NA
AC199315.4_FG001,273.7320389,1.36651799,0.328187331,4.163835285,3.13E-05,0.000402977
AC199315.4_FG002,0,NA,NA,NA,NA,NA
AC199325.3_FG001,0,NA,NA,NA,NA,NA
AC199325.3_FG005,0,NA,NA,NA,NA,NA
AC199335.3_FG002,0,NA,NA,NA,NA,NA
AC199343.3_FG013,0.204581024,-0.331872972,0.57811421,-0.574061261,0.565926347,NA
AC199355.3_FG004,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC199363.4_FG003,81.8526311,-1.669972786,0.437223577,-3.819493905,0.000133726,0.001407985
AC199370.4_FG006,0,NA,NA,NA,NA,NA
AC199379.4_FG001,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC199379.4_FG008,0.571619603,-0.325164308,0.737798453,-0.440722405,0.659413975,NA
AC199382.3_FG005,4.342576007,-0.028947718,0.934515019,-0.030976193,0.975288526,0.991202324
AC199384.3_FG002,0.183628752,-0.347339669,0.57260636,-0.606594151,0.544120283,NA
AC199421.3_FG001,0,NA,NA,NA,NA,NA
AC199439.4_FG005,6.420813973,-1.198323904,0.85327165,-1.404387341,0.160203538,0.359913806
AC199479.4_FG004,0,NA,NA,NA,NA,NA
AC199481.3_FG001,0,NA,NA,NA,NA,NA
AC199487.4_FG002,0.270016287,0.395012498,0.594919016,0.663976923,0.506705081,NA
AC199487.4_FG003,1.82934584,-0.779759166,0.947840507,-0.822669173,0.410696151,NA
AC199488.4_FG003,0,NA,NA,NA,NA,NA
AC199488.4_FG004,0,NA,NA,NA,NA,NA
AC199492.3_FG001,0.444279076,-0.340822244,0.626719069,-0.543819808,0.586565476,NA
AC199517.4_FG001,0,NA,NA,NA,NA,NA
AC199517.4_FG006,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC199524.3_FG002,0,NA,NA,NA,NA,NA
AC199526.5_FG001,1.032447722,-0.006731756,0.775109709,-0.008684907,0.993070534,NA
AC199526.5_FG002,800.1112838,-0.999222586,0.318369497,-3.138562574,0.001697787,0.011895242
AC199526.5_FG003,1210.625305,-0.074873845,0.283746613,-0.263875731,0.791875677,0.907077833
AC199541.4_FG001,309.088027,-0.065318254,0.349830376,-0.186714072,0.851884822,0.937912801
AC199541.4_FG002,2.723070318,-0.474207044,0.942115984,-0.503342531,0.614723469,0.79994057
AC199541.4_FG004,4.120066757,-0.050280895,0.950244479,-0.052913641,0.957800716,0.985386144
AC199541.4_FG007,43.00889324,-0.008478098,0.576005001,-0.014718793,0.988256527,0.994884859
AC199543.4_FG004,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC199554.2_FG003,0.175257969,-0.536477822,0.551608518,-0.972569864,0.330767127,NA
AC199571.3_FG001,38.28665043,2.293743711,0.526285028,4.358367782,1.31E-05,0.000187842
AC199571.3_FG003,13.08902977,2.798417903,0.77268072,3.621700179,0.000292673,0.002718804
AC199571.3_FG004,12.19759447,0.089405289,0.718177686,0.124489093,0.900928036,0.960518
AC199572.3_FG005,0,NA,NA,NA,NA,NA
AC199577.4_FG004,0,NA,NA,NA,NA,NA
AC199624.4_FG007,0.716482366,-0.644204461,0.792779809,-0.812589389,0.416453517,NA
AC199632.4_FG007,0.269954584,0.276721569,0.592031019,0.467410593,0.640206145,NA
AC199638.4_FG001,0,NA,NA,NA,NA,NA
AC199701.4_FG001,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC199703.3_FG003,28.29357045,1.001504586,0.559120255,1.791214998,0.0732588,0.210111523
AC199705.3_FG006,0,NA,NA,NA,NA,NA
AC199705.3_FG008,1634.868647,-0.34363946,0.362999083,-0.94666757,0.343808201,0.580169493
AC199728.4_FG006,0,NA,NA,NA,NA,NA
AC199765.4_FG008,7.945871775,-0.824247446,0.910162468,-0.905604741,0.365145099,0.600172983
AC199768.4_FG008,0,NA,NA,NA,NA,NA
AC199771.4_FG001,0.187526275,0.592594968,0.569927693,1.039772195,0.29844575,NA
AC199777.3_FG001,0,NA,NA,NA,NA,NA
AC199779.3_FG006,27.53212097,0.426073767,0.535241807,0.796039774,0.426008918,0.655615118
AC199782.5_FG001,399.4928504,-1.227753576,0.331143877,-3.707613704,0.000209221,0.002046508
AC199782.5_FG002,396.9588232,-1.062401947,0.257152487,-4.131408413,3.61E-05,0.000452624
AC199782.5_FG003,12.35068817,0.009999067,0.771493474,0.012960663,0.989659176,0.995279183
AC199790.4_FG013,0.443206924,-0.220199118,0.622047092,-0.353991073,0.723345573,NA
AC199801.4_FG005,0,NA,NA,NA,NA,NA
AC199810.3_FG003,0,NA,NA,NA,NA,NA
AC199820.4_FG006,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC199826.4_FG003,7.754160649,1.783514756,0.874760104,2.038861565,0.041463846,0.140248308
AC199843.4_FG007,0.403194416,0.314070008,0.618796326,0.507549892,0.611769039,NA
AC199857.4_FG004,0,NA,NA,NA,NA,NA
AC199873.4_FG002,2.396050202,2.32424636,0.917803879,2.532399801,0.011328474,0.053113722
AC199875.3_FG002,0,NA,NA,NA,NA,NA
AC199893.4_FG002,2.493529316,-1.529908148,0.948722512,-1.612598129,0.106831845,0.27267752
AC199908.4_FG002,0.519018599,0.610112676,0.734912025,0.830184641,0.406434398,NA
AC199911.5_FG001,8.282542197,-0.275355535,0.880233338,-0.31282107,0.754416607,0.885613704
AC199918.4_FG003,0.315866397,-0.377649755,0.599866097,-0.629556758,0.528984623,NA
AC199932.4_FG002,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC199956.4_FG003,0.213127103,-0.619252106,0.576624543,-1.073926029,0.282855836,NA
AC199961.4_FG001,2.23003669,-0.472014492,0.955655325,-0.493917085,0.621364738,0.804281887
AC199961.4_FG004,0.491689469,-0.218123655,0.634196305,-0.343937127,0.73089357,NA
AC200038.4_FG011,0,NA,NA,NA,NA,NA
AC200045.3_FG006,0,NA,NA,NA,NA,NA
AC200047.3_FG004,0,NA,NA,NA,NA,NA
AC200057.4_FG006,0,NA,NA,NA,NA,NA
AC200057.4_FG007,154.2695165,-0.066844624,0.296377285,-0.225538959,0.821560021,0.923157308
AC200065.5_FG009,0,NA,NA,NA,NA,NA
AC200069.4_FG002,0,NA,NA,NA,NA,NA
AC200099.4_FG003,81.31359656,5.961547236,0.69249853,8.608750741,7.39E-18,6.99E-16
AC200099.4_FG006,30.11959641,2.972268088,0.780733573,3.807019694,0.000140652,0.001472222
AC200106.4_FG003,0,NA,NA,NA,NA,NA
AC200112.4_FG007,0,NA,NA,NA,NA,NA
AC200112.4_FG008,0,NA,NA,NA,NA,NA
AC200117.3_FG004,0,NA,NA,NA,NA,NA
AC200122.4_FG004,2.347825183,-0.901820127,0.9552809,-0.944036594,0.345150948,0.581431126
AC200124.3_FG005,0,NA,NA,NA,NA,NA
AC200138.3_FG003,0,NA,NA,NA,NA,NA
AC200143.3_FG003,0,NA,NA,NA,NA,NA
AC200171.2_FG001,1.951571175,-0.0364095,0.946894481,-0.038451486,0.969327711,0.989074998
AC200178.2_FG002,6.799600392,-0.776974841,0.921549727,-0.84311765,0.399162648,0.632077049
AC200178.2_FG003,1.463602247,-0.405778546,0.849131427,-0.477874842,0.632739289,NA
AC200207.2_FG001,0.171998815,0.524889361,0.550828746,0.952908439,0.340636464,NA
AC200209.1_FG001,240.5185293,-0.319050135,0.398829263,-0.799966713,0.423730083,0.653871934
AC200210.1_FG006,22.08491091,-1.786751608,0.665853241,-2.683401532,0.007287743,0.037653566
AC200215.3_FG002,2.05257595,-1.01692607,0.955218892,-1.06460004,0.287056962,0.52095305
AC200225.5_FG001,0,NA,NA,NA,NA,NA
AC200228.4_FG001,0,NA,NA,NA,NA,NA
AC200234.3_FG001,0,NA,NA,NA,NA,NA
AC200234.3_FG006,0,NA,NA,NA,NA,NA
AC200240.3_FG002,2.1476331,-0.01413328,0.86065223,-0.016421592,0.986898054,0.994825551
AC200256.3_FG003,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC200287.4_FG006,9.212518131,-0.669221066,0.85188732,-0.785574629,0.432116733,0.660720744
AC200298.4_FG001,206.0809019,0.188552627,0.455444499,0.413996935,0.678876352,0.840249501
AC200490.3_FG005,0,NA,NA,NA,NA,NA
AC200495.3_FG001,2.315093073,-0.391983696,0.928198494,-0.422305896,0.672801755,0.836512341
AC200497.4_FG015,0,NA,NA,NA,NA,NA
AC200535.4_FG002,0.175257969,-0.536477822,0.551608518,-0.972569864,0.330767127,NA
AC200540.3_FG002,0,NA,NA,NA,NA,NA
AC200565.4_FG001,0,NA,NA,NA,NA,NA
AC200622.3_FG005,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC200627.3_FG005,0.95082899,-0.341642481,0.842595686,-0.405464313,0.685136246,NA
AC200725.4_FG003,3.868466786,-0.340776822,0.954188002,-0.357138029,0.720988477,0.867245356
AC200725.4_FG008,3.076465576,-0.020208425,0.895955593,-0.022555163,0.982005109,0.993170623
AC200739.5_FG001,3.719465685,-0.030801617,0.950625491,-0.032401421,0.974151929,0.99105267
AC200753.3_FG003,17.3866498,-0.788337876,0.710116046,-1.110153589,0.266932848,0.498375598
AC200754.4_FG004,3.919099605,-1.783564283,0.94855031,-1.880305414,0.060066466,0.183392002
AC200876.4_FG002,0.253256646,-0.003951166,0.569648637,-0.006936146,0.9944658,NA
AC200876.4_FG003,1.57042774,-0.783326032,0.94355289,-0.83018773,0.406432651,NA
AC200881.4_FG002,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC200881.4_FG007,0.36803376,0.332944284,0.61354713,0.542654783,0.587367513,NA
AC200884.4_FG002,0.768319614,0.355444141,0.691772605,0.513816446,0.607380329,NA
AC200887.4_FG002,0,NA,NA,NA,NA,NA
AC200904.3_FG003,15.55975404,-5.436983538,0.91087921,-5.968940204,2.39E-09,7.62E-08
AC201740.3_FG003,1.172308331,-0.491147972,0.908134729,-0.540831615,0.58862365,NA
AC201767.3_FG003,4.111134295,-0.784361016,0.955985031,-0.82047416,0.411945854,0.643266318
AC201769.3_FG002,11.92549516,-2.263074036,0.807055178,-2.804113149,0.005045519,0.028220954
AC201791.3_FG005,0.776770145,-0.973167909,0.683093426,-1.424648331,0.154258882,NA
AC201797.4_FG006,0,NA,NA,NA,NA,NA
AC201798.4_FG005,0,NA,NA,NA,NA,NA
AC201815.4_FG001,27.46475362,-1.9294341,0.589009792,-3.275724996,0.001053911,0.008049921
AC201828.3_FG002,0,NA,NA,NA,NA,NA
AC201832.3_FG006,0.281821521,-0.664594148,0.592713564,-1.121273729,0.262171364,NA
AC201888.3_FG013,0.093763137,0.432298225,0.537827101,0.803786615,0.421520221,NA
AC201891.3_FG001,0.204581024,-0.331872972,0.57811421,-0.574061261,0.565926347,NA
AC201898.4_FG004,0.351449416,-0.361303143,0.604465299,-0.597723549,0.55002441,NA
AC201966.3_FG001,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC201969.4_FG005,0.200326689,-0.0289784,0.585397076,-0.049502127,0.960519142,NA
AC201977.3_FG005,0.614013917,0.62748741,0.635611793,0.987218011,0.323535774,NA
AC201985.4_FG003,9.021108976,-0.040069956,0.95028745,-0.042166143,0.966366253,0.988328278
AC201986.3_FG002,0.532817758,-0.772728992,0.626174256,-1.234047847,0.217185076,NA
AC201995.4_FG001,0,NA,NA,NA,NA,NA
AC202000.4_FG006,0,NA,NA,NA,NA,NA
AC202011.3_FG010,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC202015.3_FG004,0,NA,NA,NA,NA,NA
AC202040.4_FG002,0,NA,NA,NA,NA,NA
AC202041.4_FG003,7.327156248,-2.791081114,0.939535258,-2.970703963,0.00297118,0.018703317
AC202069.3_FG002,0.25232317,-0.419472924,0.591149399,-0.709588684,0.477959239,NA
AC202073.4_FG001,131.1758648,-1.207401211,0.437594722,-2.759176811,0.005794717,0.031439474
AC202076.3_FG009,0,NA,NA,NA,NA,NA
AC202091.4_FG003,0.25232317,-0.419472924,0.591149399,-0.709588684,0.477959239,NA
AC202092.2_FG003,0,NA,NA,NA,NA,NA
AC202101.3_FG002,0,NA,NA,NA,NA,NA
AC202107.3_FG001,16.25338238,-0.36164131,0.669109555,-0.540481461,0.588865043,0.781509715
AC202110.3_FG004,8.951929885,-0.038988485,0.949847613,-0.041047095,0.967258351,0.988580555
AC202122.2_FG001,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC202129.3_FG001,89.85201638,1.634001403,0.557322786,2.931876184,0.00336921,0.020646671
AC202139.3_FG008,0.686122307,-0.002513576,0.624981348,-0.004021842,0.996791043,NA
AC202144.5_FG001,3.167980166,-0.995422011,0.953322338,-1.044161005,0.296410905,0.53125847
AC202172.3_FG004,0,NA,NA,NA,NA,NA
AC202178.3_FG002,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC202179.3_FG004,0,NA,NA,NA,NA,NA
AC202179.3_FG005,0,NA,NA,NA,NA,NA
AC202181.3_FG010,14.20341273,3.175023946,0.843613076,3.763602103,0.000167483,0.001695617
AC202185.4_FG004,3.794413211,0.189753384,0.949869405,0.199767866,0.841662134,0.933482375
AC202187.4_FG003,0,NA,NA,NA,NA,NA
AC202384.4_FG009,0,NA,NA,NA,NA,NA
AC202391.4_FG002,0,NA,NA,NA,NA,NA
AC202396.4_FG010,5.097374477,3.580794922,0.945940418,3.785433896,0.000153441,0.001580522
AC202417.5_FG002,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC202432.3_FG006,13.55646129,-0.681383124,0.735373937,-0.926580464,0.354144402,0.589853198
AC202435.3_FG001,3.996527615,-0.054078542,0.92451093,-0.058494216,0.953354969,0.983988727
AC202435.3_FG003,2.142869488,-0.512559473,0.955512753,-0.536423476,0.59166591,0.784053141
AC202439.3_FG001,143.4885,-1.369593342,0.474661985,-2.88540769,0.003909071,0.023144623
AC202439.3_FG006,26.0209436,-1.452146702,0.62911427,-2.308239966,0.020985793,0.084476792
AC202526.4_FG006,0,NA,NA,NA,NA,NA
AC202532.4_FG006,0,NA,NA,NA,NA,NA
AC202534.2_FG007,0.522514754,-0.226905551,0.632180102,-0.358925488,0.719650832,NA
AC202549.3_FG008,19.58483873,-0.524513033,0.94784549,-0.553373982,0.580007351,0.775949472
AC202561.3_FG007,0,NA,NA,NA,NA,NA
AC202567.4_FG004,10.52198707,-3.777959905,0.892001425,-4.235374295,2.28E-05,0.000304794
AC202705.2_FG001,0.871353166,-0.308369926,0.766992533,-0.402050754,0.687646674,NA
AC202707.3_FG002,70.9646982,2.035136125,0.49122932,4.142945142,3.43E-05,0.000433622
AC202855.3_FG004,1.479269037,0.752277037,0.893088907,0.842331632,0.39960235,NA
AC202864.3_FG002,60.54663375,-1.179265006,0.538099624,-2.191536571,0.028412986,0.105762321
AC202867.3_FG008,0,NA,NA,NA,NA,NA
AC202867.3_FG010,0,NA,NA,NA,NA,NA
AC202877.3_FG002,2.498421122,2.096236619,0.92940582,2.25545889,0.02410454,0.093602599
AC202900.3_FG001,32.40069832,-2.03078293,0.707955932,-2.868516014,0.004124023,0.02405846
AC202911.3_FG002,0,NA,NA,NA,NA,NA
AC202915.3_FG002,26.32622106,0.276777218,0.585972745,0.47233804,0.636685522,0.81442029
AC202921.3_FG004,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC202930.4_FG007,0,NA,NA,NA,NA,NA
AC202930.4_FG008,0.486402545,-0.634613418,0.645992627,-0.982384925,0.32591025,NA
AC202940.3_FG004,0,NA,NA,NA,NA,NA
AC202950.3_FG008,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC202953.3_FG003,0.176191446,-0.004830102,0.537430749,-0.008987394,0.992829193,NA
AC202959.3_FG001,0.281821521,-0.664594148,0.592713564,-1.121273729,0.262171364,NA
AC202965.3_FG002,0,NA,NA,NA,NA,NA
AC202974.3_FG004,0.277391889,-0.025199882,0.606216859,-0.041569088,0.966842216,NA
AC202989.3_FG007,0.350515939,-0.687806276,0.60045516,-1.145474837,0.252012513,NA
AC202991.3_FG003,0,NA,NA,NA,NA,NA
AC203001.3_FG001,0.249064015,0.409852688,0.590146483,0.694493147,0.487372997,NA
AC203006.3_FG005,0.25232317,-0.419472924,0.591149399,-0.709588684,0.477959239,NA
AC203019.3_FG001,1.021302497,0.509717515,0.892383016,0.571186929,0.567872937,NA
AC203027.3_FG003,0,NA,NA,NA,NA,NA
AC203031.3_FG002,40.80307078,-0.381016635,0.553260812,-0.688674538,0.491028103,0.709455841
AC203048.3_FG001,1.336784598,-0.720353418,0.891516856,-0.808008747,0.419085547,NA
AC203090.3_FG005,0,NA,NA,NA,NA,NA
AC203093.3_FG001,0,NA,NA,NA,NA,NA
AC203101.3_FG002,11.19216529,0.854998521,0.749066106,1.141419314,0.253695471,0.482969627
AC203148.3_FG005,0.106563552,-0.459522474,0.540986325,-0.849416062,0.395649819,NA
AC203159.3_FG009,0.175257969,-0.536477822,0.551608518,-0.972569864,0.330767127,NA
AC203159.3_FG010,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC203173.3_FG001,9.02206835,1.616346611,0.829113418,1.949487942,0.051237181,0.163641024
AC203173.3_FG002,2.106271248,-0.8967053,0.955347102,-0.938617281,0.347927277,0.584160989
AC203173.3_FG004,6268.191308,-1.097533187,0.248682143,-4.413397652,1.02E-05,0.000150944
AC203176.4_FG003,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC203183.3_FG001,0,NA,NA,NA,NA,NA
AC203208.4_FG001,0,NA,NA,NA,NA,NA
AC203220.3_FG006,0.140608428,-0.004871223,0.533132874,-0.009136978,0.992709848,NA
AC203227.3_FG001,0.098017472,-0.004881415,0.531784293,-0.009179314,0.99267607,NA
AC203228.3_FG003,0.0770652,-0.004909236,0.526531024,-0.009323736,0.992560843,NA
AC203237.3_FG001,0,NA,NA,NA,NA,NA
AC203244.4_FG001,0.204581024,-0.331872972,0.57811421,-0.574061261,0.565926347,NA
AC203253.4_FG001,0,NA,NA,NA,NA,NA
AC203257.2_FG003,1.212164907,1.385711239,0.875874975,1.582087945,0.113629495,NA
AC203260.3_FG003,0,NA,NA,NA,NA,NA
AC203262.3_FG002,0,NA,NA,NA,NA,NA
AC203265.3_FG002,0,NA,NA,NA,NA,NA
AC203278.4_FG004,0.717415842,-0.25081604,0.751619568,-0.333700785,0.738605357,NA
AC203280.3_FG001,3.300550637,-1.277557957,0.948817443,-1.346473936,0.17814972,0.384209371
AC203294.3_FG001,0.567327859,-0.272490793,0.631878317,-0.431239347,0.666294347,NA
AC203294.3_FG008,17.96683136,-3.606541107,0.787779461,-4.578110098,4.69E-06,7.61E-05
AC203294.3_FG012,57.41277451,-1.372045417,0.50876547,-2.696813161,0.007000654,0.036464823
AC203306.3_FG003,0,NA,NA,NA,NA,NA
AC203307.4_FG001,1.270249619,-0.043722806,0.932321785,-0.04689669,0.962595566,NA
